County,State,County-State,census_division,population_total,female_pct,median_age,under18_pct,over65_pct,white_pct,black_pct,aian_pct,asian_pct,nhpi_pct,otherrace_pct,hispanic_pct,poverty_pct,area_sqmi,pop_sqmi,nonenglish,customer,too_small,region,vlarge,large,vsmall,vblack,vhispanic,vnonenglish,dense,sparse,poor,group,RANDOM,group_rank
Baca County, Colorado,"Baca County, Colorado",8,3561,51,46,21,26,96.5,1.5,3.1,0,0.1,1,11,19,2554.993,1,7.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.962,86
Bacon County, Georgia,"Bacon County, Georgia",5,11201,51.1,36.7,25.6,15.4,82.1,17.1,0.3,0.8,0.5,2.2,8.3,23.8,284.082,39,7.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.212,1664
Bailey County, Texas,"Bailey County, Texas",7,7100,49.1,33.3,29,13.9,83.8,0.6,1.1,0.8,0,13.6,62.1,8.7,826.972,9,48.1,0,1,,0,0,1,0,1,0,0,1,0,NA,0.516,1006
Baker County, Florida,"Baker County, Florida",5,28211,47.9,37.7,23.9,13.7,84.3,14.7,1.4,0.8,0.1,0.9,2.6,12,585.23,48,4.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.872,290
Baker County, Georgia,"Baker County, Georgia",5,3132,51.1,46.1,20.9,23.7,55.1,39.7,0,3.1,1.1,1.4,5.5,22.9,341.957,9,7.7,0,1,,0,0,1,1,0,0,0,1,1,NA,0.388,1289
Baker County, Oregon,"Baker County, Oregon",9,16019,48.5,48,19.6,25.9,94.8,1.2,2.4,1.4,0.6,2,4.3,12.4,3067.967,5,4.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.469,1117
Baldwin County, Alabama,"Baldwin County, Alabama",6,212830,51.4,43,21.7,20,87.8,9.7,1.6,1.4,0,1.3,4.6,10.4,1589.836,134,5.4,0,0,south,0,0,0,0,0,0,0,1,0,sparse,0.694,59
Baldwin County, Georgia,"Baldwin County, Georgia",5,45111,49.4,35.5,18.9,15.4,54.9,43.3,0.6,1.9,0.3,0.7,2.3,23.6,258.698,174,4.2,0,1,,0,0,1,1,0,0,0,1,1,NA,0.644,725
Ballard County, Kentucky,"Ballard County, Kentucky",6,8032,50.6,43.6,22,20.7,94.8,5.1,0.8,0.9,0,0.6,1.4,15.4,246.927,33,4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.902,216
Baltimore city, Maryland,"Baltimore city, Maryland",5,609032,53,35.4,20.7,13.6,32.3,64,1,3.2,0.2,2.1,5.3,21.2,80.946,7524,9.9,0,0,south,0,0,0,1,0,0,1,0,1,vblack,0.509,26
Baltimore County, Maryland,"Baltimore County, Maryland",5,828018,52.6,39.4,21.6,16.8,62.9,30.5,0.9,6.9,0.2,1.7,5.4,9,598.358,1384,14.8,0,0,south,0,0,0,1,0,0,1,0,0,vblack,0.531,22
Bamberg County, South Carolina,"Bamberg County, South Carolina",5,14376,51.7,41.7,20.1,21,36.8,61.2,0.8,0.4,0,1.2,2.1,23.4,393.367,37,2.7,0,1,,0,0,1,1,0,0,0,1,1,NA,0.64,733
Bandera County, Texas,"Bandera County, Texas",7,22215,49.6,52.2,17.1,26.4,96.6,1,6.6,0.7,0,1.7,18.8,15.7,790.994,28,11.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.649,711
Banks County, Georgia,"Banks County, Georgia",5,18708,49.8,41.1,23.2,16.5,94,2.9,1.2,1.3,0,1.7,6.9,13.3,232.616,80,6.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.291,1495
Banner County, Nebraska,"Banner County, Nebraska",4,722,51.5,48.9,22.6,21.5,98.2,0.3,1.9,1.4,0,0.4,6.1,5.8,746.039,1,5.6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.354,1360
Bannock County, Idaho,"Bannock County, Idaho",8,85765,50.2,33.8,26.3,13.8,92.2,1.4,4.4,2.5,0.5,2.6,8.6,16.4,1112.49,77,7.4,0,0,west,0,0,1,0,0,0,0,1,1,vsmall,0.673,129
Baraga County, Michigan,"Baraga County, Michigan",3,8421,44.7,45.5,17.9,21.7,79.5,9.8,15.5,0.9,0.1,0.6,1.6,14.8,898.427,9,3.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.529,966
Barber County, Kansas,"Barber County, Kansas",4,4624,49.1,43.6,23.9,21.6,96.6,2,1.5,1.6,0,0.3,5.5,16.4,1134.075,4,5.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.76,510
Barbour County, Alabama,"Barbour County, Alabama",6,25361,47.1,40.4,20.9,18.6,47.6,48.4,1.1,0.7,0.1,3.7,4.4,30.7,885.008,29,7.1,0,1,,0,0,1,1,0,0,0,1,1,NA,0.259,1557
Barbour County, West Virginia,"Barbour County, West Virginia",5,16633,50.9,41.7,20,19.4,97.8,1.8,1.1,0.8,0,0.6,0.9,20.8,341.059,49,2.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.176,1733
Barnes County, North Dakota,"Barnes County, North Dakota",4,10706,50.3,45.1,18.9,21.9,94.8,2.3,2.3,1.3,0.1,0.3,2,11.3,1491.559,7,2.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.152,1801
Barnstable County, Massachusetts,"Barnstable County, Massachusetts",1,213496,52.2,53.3,15.3,29.8,93.4,3.9,1.1,2.1,0.2,1.6,3.1,6.4,394.213,542,9.1,0,0,northeast,0,0,0,0,0,0,0,0,0,other,0.809,15
Barnwell County, South Carolina,"Barnwell County, South Carolina",5,21346,51.6,41.3,24.1,17.7,51.7,46.5,0.8,0.2,0.1,2,2.5,28.1,548.379,39,2.4,0,1,,0,0,1,1,0,0,0,1,1,NA,0.688,636
Barren County, Kentucky,"Barren County, Kentucky",6,43884,51.9,40.5,23.9,17.1,95.7,5.1,0.6,0.9,0,0.7,3.2,24.2,487.585,90,4.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.883,267
Barron County, Wisconsin,"Barron County, Wisconsin",3,45229,50.1,44.2,21.6,21.4,95.9,2,1.4,0.9,0,1.1,2.5,10.7,863.047,52,4.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.428,1202
Barrow County, Georgia,"Barrow County, Georgia",5,78991,51,35.7,26.3,12.3,81.1,13,0.8,4.2,0,3.5,10.9,12.6,161.037,491,13.1,0,0,south,0,0,1,0,0,0,0,0,1,vsmall,0.036,372
Barry County, Michigan,"Barry County, Michigan",3,60540,49.7,42.5,22.3,18,97.7,1.3,1.1,0.7,0,0.6,3,7.7,553.104,109,2.5,0,0,midwest,0,0,1,0,0,0,0,1,0,vsmall,0.249,296
Barry County, Missouri,"Barry County, Missouri",4,35530,50.1,43.7,22.7,20.2,95.3,0.8,2.6,2.1,0.2,2.4,9.3,21.1,778.122,46,8.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.325,1424
Bartholomew County, Indiana,"Bartholomew County, Indiana",3,82481,50.1,37.8,24,16,87.6,3.2,0.8,7.9,0.2,3.1,6.8,13.4,406.94,203,12,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.548,179
Barton County, Kansas,"Barton County, Kansas",4,26453,50.7,39.9,23.7,18.8,95.7,2.3,1.6,0.4,0.3,1.5,14.8,15.4,895.257,30,10.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.026,2093
Barton County, Missouri,"Barton County, Missouri",4,11797,50.7,41.3,23.8,20.1,96.9,1.1,4.9,0.1,0.1,0.9,1.6,20.3,592.03,20,2.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.919,175
Bartow County, Georgia,"Bartow County, Georgia",5,104919,50.6,38.1,24.4,13.7,85.9,11.8,1.1,1.3,0,2.6,8.6,14,458.909,229,9,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.187,158
Bastrop County, Texas,"Bastrop County, Texas",7,84522,49.4,38.4,25.5,14.6,70.2,8.4,1.4,1.1,0.1,21.5,37.7,11.2,888.228,95,29.5,0,0,south,0,0,1,0,1,0,0,1,0,vsmall,0.022,381
Bates County, Missouri,"Bates County, Missouri",4,16296,51,41.6,23.7,19.3,96.7,1.7,1.4,0.4,0.4,0.9,2.2,12,836.696,19,2.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.467,1123
Bath County, Kentucky,"Bath County, Kentucky",6,12355,50.3,40.6,25.9,16.2,97.7,2.5,0.5,0.6,0,0.3,1.7,20.4,278.797,44,4.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.064,2002
Bath County, Virginia,"Bath County, Virginia",5,4307,48.9,47.8,16.8,22.4,94.9,5.1,1.6,1,0,1.6,3.7,10.9,529.202,8,2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.181,1721
Baxter County, Arkansas,"Baxter County, Arkansas",7,41427,51.5,52.2,17.5,30.8,98.4,0.5,1.6,0.5,0.1,0.6,2.4,13.1,553.926,75,1.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.385,1293
Bay County, Florida,"Bay County, Florida",5,182161,50.3,39.8,21.4,17,84.4,12.6,1.7,3.4,0.4,1.6,6.5,14.6,758.642,240,7.4,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.289,136
Bay County, Michigan,"Bay County, Michigan",3,104104,50.9,43.4,20.4,19.6,96.9,2.8,1.3,0.9,0,0.5,5.3,15.8,442.409,235,2.1,0,0,midwest,0,0,0,0,0,0,0,1,1,sparse,0.586,81
Bayfield County, Wisconsin,"Bayfield County, Wisconsin",3,14993,49.1,52.2,17.4,26.9,88.3,1,11.9,0.8,0,0.2,2,11,1477.876,10,3.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.455,1147
Baylor County, Texas,"Baylor County, Texas",7,3577,51.2,45.9,20.9,24.2,92.6,3.4,0.7,0,1.1,2.8,8.5,11.7,867.481,4,4.6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.154,1796
Beadle County, South Dakota,"Beadle County, South Dakota",4,18346,49.2,38.1,27,17,81.7,1.7,1.7,9.3,0.4,6.2,10.1,16.2,1258.698,15,16.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.119,1868
Bear Lake County, Idaho,"Bear Lake County, Idaho",8,6000,50.7,39.6,26.4,20.6,95.3,1.2,1.3,0.8,0,2.6,4.3,16.8,975.728,6,3.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.822,399
Beaufort County, North Carolina,"Beaufort County, North Carolina",5,47168,52.2,46.2,20.4,23.3,73.7,26,0.9,0.4,0.1,1.1,7.8,18.6,832.736,57,6.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.707,603
Beaufort County, South Carolina,"Beaufort County, South Carolina",5,186095,50.8,45.5,19,26.4,76.8,19.1,0.8,1.8,0.1,4,11.1,10.2,576.044,323,11.1,0,0,south,0,0,0,0,0,0,0,0,0,other,0.657,28
Beauregard Parish, Louisiana,"Beauregard Parish, Louisiana",7,37043,49.2,37.4,24.8,15.4,85.8,13.5,2,1.1,0.3,0.3,3.7,15.5,1157.477,32,5.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.818,408
Beaver County, Oklahoma,"Beaver County, Oklahoma",7,5377,49.7,39,26.2,18.7,82.8,0.7,3.2,0.3,0,15.3,23.8,11.4,1814.837,3,19.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.771,490
Beaver County, Pennsylvania,"Beaver County, Pennsylvania",2,165833,51.5,45.1,19.4,20.9,93,7.8,0.6,0.9,0.2,0.5,1.6,11,434.695,381,2.8,0,0,northeast,0,0,0,0,0,0,0,0,0,other,0.149,90
Beaver County, Utah,"Beaver County, Utah",8,6517,48.4,33,32.8,14.2,96.2,0.2,1.3,2.4,0,2.5,12,9.1,2582.901,3,12.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.346,1381
Beaverhead County, Montana,"Beaverhead County, Montana",8,9415,50.3,43,17.6,21.3,97.3,0.4,2.6,1.8,0.2,0.4,4.9,17.7,5542.687,2,5.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.525,977
Becker County, Minnesota,"Becker County, Minnesota",4,34011,50.2,41.9,24.4,20.2,90.9,1,10.1,0.9,0.1,0.6,2.1,11,1315.037,26,3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.621,771
Beckham County, Oklahoma,"Beckham County, Oklahoma",7,22268,45.6,35.9,25,13.5,88.3,4.8,5.7,0.4,0.1,4.9,14.6,16.7,901.675,25,10.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.125,1854
Bedford County, Pennsylvania,"Bedford County, Pennsylvania",2,48337,50.4,46.5,19.7,22.2,98.5,1.2,0.5,0.6,0,0.3,1.2,11.9,1012.241,48,2.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.324,1427
Bedford County, Tennessee,"Bedford County, Tennessee",6,48292,50.6,37.9,25.4,15,87.4,9.4,0.8,0.4,0.2,4.3,12.4,14.3,473.639,102,11.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.635,743
Bedford County, Virginia,"Bedford County, Virginia",5,78376,50.9,46.3,20.2,20.9,91.4,7.8,0.7,1.6,0.1,0.6,2.2,8.9,760.104,103,4.4,0,0,south,0,0,1,0,0,0,0,1,0,vsmall,0.523,189
Bee County, Texas,"Bee County, Texas",7,32611,38.9,35.3,21.2,12,89.2,8.7,2.8,0.7,0.1,2.3,58.9,20.6,880.239,37,34.7,0,1,,0,0,1,0,1,0,0,1,1,NA,0.752,526
Belknap County, New Hampshire,"Belknap County, New Hampshire",1,60887,50.7,47.4,18.7,21.4,97.8,1,0.8,1.6,0.1,0.3,1.7,8.6,401.847,152,3.3,0,0,northeast,0,0,1,0,0,0,0,1,0,vsmall,0.891,39
Bell County, Kentucky,"Bell County, Kentucky",6,26791,50.8,41.7,21.3,18.6,96.7,3.6,0.5,0.5,0.1,0.2,1.1,35.5,359.075,75,0.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.424,1212
Bell County, Texas,"Bell County, Texas",7,348574,50.1,31,27.8,10.6,67.8,27.2,1.7,4.6,1.3,3.4,24.8,13.9,1053.831,331,19.4,0,0,south,0,0,0,0,0,0,0,0,1,poor,0.051,67
Belmont County, Ohio,"Belmont County, Ohio",3,68024,48.7,44.6,19,20.3,94.9,5.1,0.6,0.7,0,0.5,1,12.3,532.127,128,1.8,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.185,326
Beltrami County, Minnesota,"Beltrami County, Minnesota",4,46403,50.1,34,25.2,15.6,76.8,2.5,23.9,1.1,0.1,0.2,2.4,18.9,2504.704,19,4.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.06,2014
Ben Hill County, Georgia,"Ben Hill County, Georgia",5,17033,52.2,39.9,25.1,16.7,60.5,37.3,0.3,1.1,0.1,2.1,6.1,29.6,250.118,68,5.5,0,1,,0,0,1,1,0,0,0,1,1,NA,0.548,930
Benewah County, Idaho,"Benewah County, Idaho",8,9138,49.4,46.2,22.6,22.2,89.2,0.8,11.5,0.4,0.9,0.2,3.6,17.3,776.931,12,3.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.81,419
Bennett County, South Dakota,"Bennett County, South Dakota",4,3425,50.8,28.6,35.8,11.6,38.9,0.5,65.1,0.4,0.1,0.3,2.8,35.9,1184.642,3,10.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.205,1680
Bennington County, Vermont,"Bennington County, Vermont",1,35746,51.1,46.7,19,22.5,96.9,1.5,0.9,1.4,0.6,0.6,2,10.9,674.236,53,4.6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.145,1818
Benson County, North Dakota,"Benson County, North Dakota",4,6873,48.8,30.5,34.7,13.3,43.6,0.5,58.8,0.2,0.1,0.5,0.9,31.9,1388.555,5,7.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.484,1082
Bent County, Colorado,"Bent County, Colorado",8,5787,35.5,40.2,15.2,17.9,92.6,4.1,1.8,0.3,0,2.7,32.1,29.5,1512.847,4,12.4,0,1,,0,0,1,0,1,0,0,1,1,NA,0.216,1657
Benton County, Arkansas,"Benton County, Arkansas",7,265759,50.3,35.4,26.5,13.3,90.4,2.4,2.9,4.5,0.7,2.2,16.6,9.4,847.721,313,13.6,0,0,south,0,0,0,0,0,0,0,0,0,other,0.649,29
Benton County, Indiana,"Benton County, Indiana",3,8677,50.1,40.5,24.9,17.5,98.9,1.3,0.7,0.1,0.2,0.3,5.2,13.5,406.418,21,3.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.744,542
Benton County, Iowa,"Benton County, Iowa",4,25636,50.1,42.6,23.6,18.1,98.2,1.2,0.6,0.6,0,0.9,1.5,8.8,716.102,36,2.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.119,1866
Benton County, Minnesota,"Benton County, Minnesota",4,40129,49.8,36,25.3,13.8,93.9,5.2,1.2,1.7,0,0.9,2.4,10.3,408.297,98,4.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.547,934
Benton County, Mississippi,"Benton County, Mississippi",6,8232,50.9,41.5,21.5,17.4,62.9,36.7,0.1,0,1.7,1.6,2.6,20.3,406.616,20,2.6,0,1,,0,0,1,1,0,0,0,1,1,NA,0.84,358
Benton County, Missouri,"Benton County, Missouri",4,19107,50.2,53.6,17.4,30.3,97.9,0.8,2.6,0.2,0.2,0.2,2,17.7,704.033,27,3.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.64,731
Benton County, Oregon,"Benton County, Oregon",9,91107,49.7,33,16.4,15.5,89,1.8,2.4,8.9,0.6,2.1,7.4,19.1,675.208,135,14,0,0,west,0,0,1,0,0,0,0,1,1,vsmall,0.035,373
Benton County, Tennessee,"Benton County, Tennessee",6,16140,50.8,47.9,19.5,23.8,96.3,3.8,1.1,0.2,0,0.1,2.4,19.5,394.306,41,1.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.985,34
Benton County, Washington,"Benton County, Washington",9,197518,50,35.8,26.8,14.5,85.7,2.5,1.9,4,0.5,9.5,21.7,11.9,1700.128,116,21,0,0,west,0,0,0,0,0,0,0,1,0,sparse,0.592,77
Benzie County, Michigan,"Benzie County, Michigan",3,17615,50.3,50.2,18.5,25.8,97.3,0.8,2.7,0.9,0.1,0.3,2.5,9.5,319.698,55,3.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.425,1210
Bergen County, New Jersey,"Bergen County, New Jersey",2,930390,51.5,41.9,21.3,17,73.8,7.1,0.5,17.5,0.1,3.8,19.9,6.7,232.788,3997,40,0,0,northeast,0,0,0,0,0,1,1,0,0,vnonenglish,0.749,6
Berkeley County, South Carolina,"Berkeley County, South Carolina",5,215044,50.3,36.1,24,13.4,69.9,25.6,1.2,3.5,0.1,3.4,6.6,11.9,1103.62,195,8.3,0,0,south,0,0,0,0,0,0,0,1,0,sparse,0.538,91
Berkeley County, West Virginia,"Berkeley County, West Virginia",5,115329,50.7,38.8,23.5,14.5,89.6,9.8,0.8,1.5,0.1,1.5,4.4,12.2,321.147,359,5.4,0,0,south,0,0,0,0,0,0,0,0,1,poor,0.516,36
Berks County, Pennsylvania,"Berks County, Pennsylvania",2,418025,50.8,39.9,22.5,16.9,86.5,8.4,1.9,1.8,0.1,6.4,21,12,856.403,488,19,0,0,northeast,0,0,0,0,0,0,0,0,0,other,0.916,6
Berkshire County, Massachusetts,"Berkshire County, Massachusetts",1,126425,51.6,47.1,17.1,22.6,93.2,4.6,0.7,2.2,0.1,2,4.7,10.9,926.874,136,7.9,0,0,northeast,0,0,0,0,0,0,0,1,0,sparse,0.117,171
Bernalillo County, New Mexico,"Bernalillo County, New Mexico",8,677858,51,37.6,22.1,15.8,77.7,4.1,6.3,3.9,0.2,12.5,50,16.7,1161.245,584,29.2,0,0,west,0,0,0,0,1,0,0,0,1,vhispanic,0.381,24
Berrien County, Georgia,"Berrien County, Georgia",5,19152,51,39.6,24.3,17.6,84.6,12.7,0.7,1.6,0,2.3,5.1,24.2,453.376,42,6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.374,1320
Berrien County, Michigan,"Berrien County, Michigan",3,154133,51.1,42.1,21.9,19.3,81.6,16.2,1.2,2.6,0.1,1.7,5.5,16.1,567.781,271,7.6,0,0,midwest,0,0,0,0,0,0,0,1,1,sparse,0.791,48
Bertie County, North Carolina,"Bertie County, North Carolina",5,19380,50,45.4,17.5,21.9,36,62.3,1.1,0.8,0,0.8,2.1,23.2,699.176,28,3.5,0,1,,0,0,1,1,0,0,0,1,1,NA,0.312,1450
Bethel Census Area, Alaska,"Bethel Census Area, Alaska",9,18134,47.7,27.3,35.3,7.2,13.9,1.4,86.1,1.4,0.5,0.5,2.6,28.3,40627.14,0,62.7,0,1,,0,0,1,0,0,1,0,1,1,NA,0.383,1300
Bexar County, Texas,"Bexar County, Texas",7,1952843,50.6,33.6,25.7,11.8,82.3,8.9,1.5,3.9,0.3,6.8,60.2,15.7,1240.325,1574,39.6,0,0,south,0,1,0,0,1,0,1,0,1,large,0.94,2
Bibb County, Alabama,"Bibb County, Alabama",6,22493,46,40.9,20.6,15.9,77.4,22.7,0.3,0.2,0,0,2.6,18.1,622.47,36,2.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.183,1718
Bibb County, Georgia,"Bibb County, Georgia",5,153200,53.1,36.4,24.6,15.2,41.8,56,0.6,2.5,0.2,1.3,3.3,24.9,249.383,614,5.4,0,0,south,0,0,0,1,0,0,0,0,1,vblack,0.365,34
Bienville Parish, Louisiana,"Bienville Parish, Louisiana",7,13564,52.8,41.9,22.6,20.3,55.6,43.8,0.3,0.2,0,1.1,0.6,28.4,811.344,17,1.5,0,1,,0,0,1,1,0,0,0,1,1,NA,0.335,1402
Big Horn County, Montana,"Big Horn County, Montana",8,13387,50.1,30.7,33.9,12.1,33.9,0.8,67.1,2.1,1.9,0.3,6.4,25.5,4997.815,3,28.7,0,1,,0,0,1,0,0,1,0,1,1,NA,0.368,1336
Big Horn County, Wyoming,"Big Horn County, Wyoming",8,11882,48.9,41.6,25.4,21,94.2,0.8,1.8,0.7,0.1,4.1,9,12.7,3136.957,4,7.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.381,1307
Big Stone County, Minnesota,"Big Stone County, Minnesota",4,4996,50.2,49,20.7,25.6,99.5,0.1,2.1,0.1,0,0.2,1.8,10.1,499.165,10,3.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.986,29
Billings County, North Dakota,"Billings County, North Dakota",4,922,44,43.7,21.4,21.4,98.3,0,0,0,0,2.9,2.9,9.3,1148.488,1,3.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.664,677
Bingham County, Idaho,"Bingham County, Idaho",8,45839,50,33.6,31,13.7,85.4,0.4,7.8,1.5,0.9,7.9,18,11.2,2093.732,22,14.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.399,1266
Black Hawk County, Iowa,"Black Hawk County, Iowa",4,132393,50.8,35.2,21.7,16,85.8,10.9,0.9,2.8,0.4,1.6,4.4,15.8,565.757,234,9.2,0,0,midwest,0,0,0,0,0,0,0,1,1,sparse,0.204,153
Blackford County, Indiana,"Blackford County, Indiana",3,12013,50.3,44,21.6,21,98.9,0.4,1.5,0.9,0,0,1.6,12.8,165.082,73,2.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.518,1001
Bladen County, North Carolina,"Bladen County, North Carolina",5,33407,52,44.5,20.9,21,58.4,35.2,2.9,0.2,0,4.3,7.5,24.3,875.032,38,8.1,0,1,,0,0,1,1,0,0,0,1,1,NA,0.208,1675
Blaine County, Idaho,"Blaine County, Idaho",8,22373,48.5,43.2,22.2,17.8,96.4,0.6,1,1.3,0.2,2.1,22.6,12.5,2637.738,8,22.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.802,436
Blaine County, Montana,"Blaine County, Montana",8,6719,50.1,33.8,29.9,15.1,45.8,0.6,53.3,0.4,0,2,3.5,30.5,4227.517,2,7.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.037,2068
Blaine County, Nebraska,"Blaine County, Nebraska",4,477,49.1,53.2,21.8,27.7,100,0,0,0,0,0,0,13,710.691,1,1.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.201,1688
Blaine County, Oklahoma,"Blaine County, Oklahoma",7,9556,46.7,43.5,20.6,18.1,85,4.5,12.5,0.3,0.1,3.4,11.1,12.2,928.488,10,11,0,1,,0,0,1,0,0,0,0,1,1,NA,0.995,9
Blair County, Pennsylvania,"Blair County, Pennsylvania",2,123157,51.1,43.4,20.4,20.3,97.1,2.8,0.5,0.9,0.1,0.4,1.3,14.7,525.276,234,2.3,0,0,northeast,0,0,0,0,0,0,0,1,1,sparse,0.357,124
Blanco County, Texas,"Blanco County, Texas",7,11478,48.3,50.4,18.3,25,92.3,0.1,3.9,1.8,0.4,5.5,19.4,9,709.252,16,11.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.02,2110
Bland County, Virginia,"Bland County, Virginia",5,6388,44.2,46.4,16.2,22.5,95.9,4.4,0.4,0.2,0,0.1,1.3,10.3,357.651,18,2.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.587,835
Bleckley County, Georgia,"Bleckley County, Georgia",5,12807,52.7,35.8,21.3,17.7,70.6,27.8,0.1,0.8,0.1,1.4,3,18,215.878,59,2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.808,421
Bledsoe County, Tennessee,"Bledsoe County, Tennessee",6,14836,41.3,44.1,19.1,17.9,93.8,4.9,4.4,0.1,0,0.7,2.5,23.2,406.555,36,2.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.305,1466
Blount County, Alabama,"Blount County, Alabama",6,57681,50.6,40.7,23.2,17.9,97,1.9,1.2,0.5,0.1,0.9,9.3,13.6,644.891,89,8.2,0,0,south,0,0,1,0,0,0,0,1,1,vsmall,0.376,253
Blount County, Tennessee,"Blount County, Tennessee",6,129927,51.5,43.7,20.4,20,95.8,3.6,1,1.3,0.2,0.4,3.4,11.1,558.82,233,3.6,0,0,south,0,0,0,0,0,0,0,1,0,sparse,0.853,37
Blue Earth County, Minnesota,"Blue Earth County, Minnesota",4,66795,49.9,31,19.8,13.4,93,5,0.7,3.1,0.1,0.7,3.6,17.6,747.849,89,6.9,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.733,103
Boise County, Idaho,"Boise County, Idaho",8,7378,48.8,54,17.1,24.9,97.8,1,2.4,1.3,0.1,0.4,4.6,10.7,1899.556,4,5.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.666,671
Bolivar County, Mississippi,"Bolivar County, Mississippi",6,31848,52.9,35.6,24.9,15,33.3,64.4,0.2,1.1,0,1.4,2.2,35,876.507,36,3.3,0,1,,0,0,1,1,0,0,0,1,1,NA,0.405,1251
Bollinger County, Missouri,"Bollinger County, Missouri",4,12225,50.4,44,21.8,19.6,98.4,0.6,1.3,0.8,0.3,0.2,1.1,15.2,617.904,20,1.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.972,62
Bon Homme County, South Dakota,"Bon Homme County, South Dakota",4,6929,41.3,42.3,19.3,20.5,90.3,1.6,8.4,0.8,0,0.6,2.7,10.7,563.549,12,6.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.819,406
Bond County, Illinois,"Bond County, Illinois",3,16589,48.3,41.6,19.1,18.3,91.2,7.8,0.7,0.4,0,0.3,3.5,14.2,380.336,44,4.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.017,2117
Bonner County, Idaho,"Bonner County, Idaho",8,43611,50.1,47.9,20,23.8,97.2,0.6,2.2,1.4,0.4,0.9,3.1,14.6,1733.22,25,2.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.255,1567
